company_id,industry,years_established,num_employees,is_public,market_cap,annual_revenue,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,times_interest_earned,net_profit_margin,roa,roe,asset_turnover,inventory_turnover,operating_cash_flow,free_cash_flow,credit_rating,num_banking_relationships,primary_bank_relationship_years,total_credit_facilities,committed_facilities,utilization_rate,outstanding_debt,geographic_diversification,regulatory_environment,market_position,esg_score,corporate_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
CORP_0065,Technology,14,15480,0,0.0,3817076121.13,1.65,1.28,0.4,0.59,0.3673,10.7,0.261,0.0972,0.146,0.46,4.47,1205376031.39,1003652394.14,BB,7,5.3,571952217.49,395410053.3,0.0806,31883491.49,Domestic,Low,Leader,63,695,0.004715452620122707,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_0066,Utilities,8,1264,0,0.0,85981670.62,4.0,2.96,2.01,0.1,0.0926,2.84,0.1412,0.1583,0.1769,0.63,3.92,14904021.95,9771897.68,BBB-,8,2.8,10316203.23,6575055.51,0.0784,515338.76,Domestic,Low,Weak,47,703,0.011189638654555866,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0067,Healthcare,5,1191,0,0.0,560975587.66,0.89,0.76,0.3,0.17,0.1413,4.37,0.0506,0.0118,0.0162,1.33,2.0,35601945.94,29552554.27,BBB-,4,3.6,153916501.55,97347596.49,0.2963,28844133.12,Domestic,Medium,Weak,80,655,0.056829648186038396,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0068,Transportation,58,6688,1,1537089286.41,495801435.41,2.83,2.34,1.31,0.3,0.2168,5.28,0.2573,0.1109,0.1587,0.3,2.0,177658309.15,120531745.21,BBB+,7,31.5,110898117.92,91489337.83,0.3862,35331505.6,Domestic,High,Strong,52,767,0.004557718914221772,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0069,Transportation,15,695,1,263912391.13,118384529.35,1.42,1.1,0.66,1.6,0.5501,3.41,0.1968,0.1601,0.3772,1.3,4.42,29090684.5,21269887.18,BBB+,2,5.9,13767695.86,11889618.77,0.2709,3221253.26,Regional,Low,Weak,25,697,0.019222936678950805,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_0070,Technology,19,7049,1,5315406366.13,8235958304.34,1.42,0.95,0.43,1.02,0.569,6.19,-0.0441,0.0768,0.1826,0.81,2.39,-478548096.4,-377699302.54,BBB,8,12.2,1946059879.58,1179574085.3,0.2965,349697979.41,Domestic,Medium,Weak,44,688,0.01902172267689784,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0071,Real Estate,9,7551,1,12705456622.01,466405578.35,1.86,1.67,0.54,0.25,0.2027,10.04,0.1445,0.1941,0.2143,2.51,10.87,74911869.47,59160537.79,AA,5,2.0,68430188.51,48672497.82,0.1828,8899459.3,Domestic,High,Strong,45,850,0.0003476119376312749,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0072,Telecommunications,8,906,1,654922191.35,74638156.69,2.14,1.31,0.71,0.42,0.2813,7.8,-0.0165,0.0599,0.0962,0.84,5.7,-1494350.57,-1031890.9,AA,4,5.1,20438072.38,17716576.41,0.0625,1107798.98,Global,Low,Strong,68,850,0.0007061467007260853,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0073,Technology,5,2200,0,0.0,762949052.08,1.95,1.7,1.05,0.63,0.3932,17.16,0.146,0.1195,0.1852,2.75,5.28,123393678.44,102140609.48,AA-,6,2.7,119563110.3,87110241.68,0.065,5665522.56,Global,Medium,Leader,55,850,8.116548616443824e-05,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0074,Financial Services,7,590,1,10044242393.33,82634576.35,1.27,0.86,0.46,0.7,0.4063,27.69,0.072,-0.0066,-0.0128,0.96,2.02,7064070.42,4951440.42,BB-,6,3.4,12578069.4,7762777.14,0.6002,4659253.03,Global,Medium,Strong,55,658,0.01478503002189455,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0075,Manufacturing,16,1992,1,37422093.46,224536541.08,0.8,0.6,0.31,1.14,0.4594,12.75,0.0216,0.0903,0.1777,0.3,7.35,5497725.15,3969919.07,BB+,7,11.1,38468892.47,30676377.71,0.292,8956475.24,Global,Low,Average,61,690,0.004174634031307546,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0076,Consumer Goods,28,3917,0,0.0,2043225082.52,2.36,1.68,1.08,0.1,0.1055,11.11,0.096,0.0686,0.071,0.77,8.44,264076862.35,180491634.31,BBB+,3,9.8,596541209.78,433799297.57,0.3271,141879109.52,Global,Low,Average,54,776,0.002772842623986397,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0077,Telecommunications,22,1826,0,0.0,752691808.4,1.08,0.69,0.37,0.95,0.5769,9.61,0.2813,0.1219,0.2217,2.36,6.35,287934395.77,257522946.56,BBB+,5,6.6,52487445.5,33857378.5,0.2437,8251766.27,Regional,Low,Average,70,748,0.002705297376111532,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_0078,Consumer Goods,5,8910,1,457003775.84,3455468575.39,0.8,0.48,0.26,0.42,0.24,11.62,0.2926,0.0784,0.1132,1.79,4.8,1269230638.0,1025906766.75,A+,2,3.9,1014006153.39,714177571.5,0.3563,254459050.54,Regional,High,Average,77,814,0.0007067317435890555,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0079,Media,5,756,0,0.0,129465767.41,1.02,0.74,0.3,0.33,0.2749,6.64,0.0087,0.0073,0.0082,0.49,5.92,1423334.57,1206319.59,A+,1,2.4,9561627.2,6401074.91,0.1209,773732.41,Global,Low,Average,71,779,0.00729134076643386,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0080,Telecommunications,9,1562,1,220524018.54,312040225.31,2.91,2.08,1.2,0.96,0.5709,10.6,0.2026,0.0761,0.1387,1.47,3.69,80012228.11,69951232.37,BBB-,2,3.0,16937786.86,11606294.72,0.4719,5476957.15,Regional,Medium,Strong,33,724,0.005371094798070702,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0081,Telecommunications,17,938,0,0.0,274128726.95,0.8,0.55,0.27,0.57,0.4001,5.1,0.1346,0.0835,0.1051,1.02,8.25,44972364.26,33443545.1,BB+,6,12.1,18371163.22,11873846.61,0.505,5995951.75,Domestic,High,Average,69,662,0.019756829236503085,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_0082,Technology,7,1437,0,0.0,333711526.55,1.2,0.75,0.31,0.68,0.4438,9.05,0.2799,0.0777,0.1091,0.3,3.12,118853649.59,72442590.61,AA,5,4.2,37953179.04,29507212.06,0.7775,22940415.26,Domestic,Low,Average,78,840,0.0005588216546357,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0083,Manufacturing,25,15577,1,103647116.74,1941079769.15,0.8,0.59,0.37,1.11,0.6098,3.37,0.082,0.0486,0.1084,2.73,6.21,191211177.96,151825248.78,BB-,3,7.1,168538217.07,119651743.2,0.034,4069644.73,Global,Low,Leader,82,612,0.08264151010770535,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0084,Real Estate,5,1035,1,83356463.76,148353489.39,1.59,1.31,0.67,0.29,0.1949,6.01,0.1564,0.0537,0.0785,0.5,7.93,32453967.17,22634154.07,BBB,5,3.7,8267505.27,6003365.72,0.1494,896994.04,Domestic,Medium,Strong,74,716,0.01831988169922997,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_0085,Technology,15,15723,1,804708928.37,3295140884.39,1.67,1.35,0.87,0.25,0.2191,11.76,0.0057,0.1351,0.176,3.0,2.36,26015492.59,18699093.43,BBB+,2,4.1,912299489.05,552809017.45,0.603,333340532.66,Domestic,Medium,Strong,53,785,0.0010051709816008528,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_0086,Healthcare,22,4164,1,3702718556.33,631558642.91,1.39,1.11,0.55,1.61,0.6342,3.79,0.1497,0.0829,0.245,3.0,5.56,116363610.53,90591266.25,B,4,13.6,79829778.14,65714670.62,0.266,17477123.53,Global,Low,Leader,72,576,0.10733054691730474,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7410030339756155
CORP_0087,Technology,13,3551,0,0.0,1023799596.76,2.64,2.25,1.27,0.55,0.3276,13.21,0.1851,0.0657,0.1203,0.93,5.66,219564769.18,157588401.32,BB+,8,6.8,274902300.68,194523145.24,0.0729,14177135.3,Domestic,High,Strong,48,722,0.0029294881076482415,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0088,Real Estate,11,4339,1,804651803.17,539497363.62,1.19,0.91,0.55,0.56,0.3527,7.68,0.1883,0.1147,0.1802,2.17,3.57,134507636.19,120443623.49,BB,4,8.0,117324004.29,71186329.82,0.3049,21702166.99,Regional,Low,Weak,59,649,0.032816761901564365,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0089,Technology,10,3722,1,274619100.21,794016891.14,0.8,0.5,0.28,0.38,0.2399,10.23,0.1726,0.0994,0.1355,0.65,10.8,166422242.33,147575953.15,A,3,7.3,209779038.31,167831106.6,0.3554,59647908.78,Regional,High,Average,51,793,0.0008815577217276089,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_0090,Manufacturing,5,1807,1,197698312.23,187802560.95,1.11,0.95,0.62,0.34,0.237,6.05,0.1367,0.0155,0.0215,1.29,4.81,32547676.94,27340701.6,A-,3,2.8,55560011.27,49769818.68,0.5654,28137840.79,Domestic,Low,Weak,59,723,0.02125104621595688,1,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0091,Manufacturing,12,1718,0,0.0,381609818.79,0.8,0.48,0.25,1.39,0.6104,8.85,0.0817,0.0342,0.0736,2.38,2.0,40610200.81,26679454.12,A-,9,7.8,80442200.27,66021398.71,0.214,14125492.79,Domestic,Low,Average,73,733,0.009829344514268593,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_0092,Utilities,73,827,0,0.0,130470891.99,1.24,0.86,0.28,0.94,0.3899,6.02,0.1116,0.0582,0.1032,0.89,3.08,18792661.15,12818059.84,A-,1,50.2,14857342.4,10710862.52,0.3309,3544407.75,Regional,Medium,Strong,88,754,0.005275716113086651,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0093,Financial Services,18,3932,0,0.0,3255590972.92,2.33,1.99,0.61,1.88,0.6577,14.73,0.0703,-0.0166,-0.0401,0.89,7.36,255968806.73,188205811.96,BBB+,5,9.5,689573477.09,597757548.46,0.3079,184025462.75,Domestic,Low,Average,26,739,0.004952166387851987,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0094,Media,10,2383,0,0.0,158197383.84,1.38,0.95,0.46,0.1,0.0916,5.72,0.1599,0.0446,0.0483,3.0,2.0,34406628.25,23194742.5,BB-,6,6.6,29677244.88,22307014.61,0.4032,8995199.54,Regional,Medium,Average,73,631,0.09580382961831052,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_0095,Financial Services,5,2892,1,1061022426.72,1149085246.64,0.98,0.59,0.36,0.28,0.1998,10.13,0.0534,0.1238,0.1369,1.38,3.64,73244645.79,63697401.55,AAA,9,2.2,342531142.21,285002222.72,0.2588,73744431.38,Regional,High,Weak,62,850,0.00020149459385816496,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_0096,Manufacturing,15,500,0,0.0,86436901.02,1.85,1.5,0.63,1.05,0.595,6.45,0.0797,0.1016,0.1805,0.3,8.32,8723639.72,6874689.55,AA-,7,9.1,24960600.5,22460273.52,0.1804,4051760.55,Domestic,Medium,Strong,55,818,0.0009246745957656024,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0097,Technology,6,3249,1,5346640829.0,2204472284.37,3.89,3.27,2.02,1.34,0.571,8.34,0.1029,0.1194,0.306,3.0,7.91,309033282.94,240795346.29,A-,3,3.5,135920472.51,96445931.13,0.0691,6659744.95,Regional,Low,Strong,83,779,0.002099555258620721,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0098,Consumer Goods,34,6296,1,27307608.48,1442817558.07,1.87,1.26,0.86,0.4,0.3361,4.24,0.1046,0.0894,0.1104,0.81,6.64,179892355.06,133848205.3,A+,5,26.7,101809369.55,77480333.07,0.4149,32145209.88,Regional,Medium,Average,68,796,0.002029973211542582,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_0099,Consumer Goods,6,4270,1,406569158.43,1324346944.69,0.8,0.68,0.35,0.27,0.179,5.25,0.2109,0.1072,0.1272,0.51,5.94,376713740.84,292214348.39,A-,4,3.7,200318629.88,169566582.74,0.1287,21826109.78,Domestic,Low,Average,59,751,0.0033015667369694166,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_0100,Telecommunications,11,2145,0,0.0,525544419.67,2.52,1.66,0.65,0.71,0.446,12.92,0.124,0.0777,0.1077,2.57,8.95,82427814.82,54522647.84,BB+,3,7.5,72481566.6,49880654.05,0.0751,3744977.01,Regional,High,Average,61,713,0.003393629206860442,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0101,Technology,35,1616,0,0.0,1100245014.97,1.44,0.94,0.41,0.61,0.3825,14.02,0.0651,-0.0455,-0.0701,0.43,2.0,81039487.57,65513189.42,BBB,7,22.3,321481863.28,256817071.14,0.1651,42409020.96,Domestic,Low,Strong,72,735,0.004012412479731412,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0102,Financial Services,5,1362,1,986981840.81,155670390.63,0.8,0.63,0.33,1.16,0.6224,14.5,0.1748,0.1056,0.2709,2.27,9.39,30384763.95,27332616.77,A-,7,2.0,8873354.26,7730346.9,0.1213,937930.88,Global,Medium,Leader,88,794,0.00035438994830165745,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0103,Telecommunications,66,500,1,157326466.28,80046751.15,3.77,2.7,1.86,0.81,0.3662,7.06,0.0126,0.0407,0.0619,2.05,4.18,1120166.88,952765.2,BB-,4,34.6,16364381.13,12873454.37,0.3142,4045037.17,Global,High,Strong,86,660,0.04761000369880187,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0104,Healthcare,5,3361,1,1508694103.74,120519580.34,2.46,2.07,0.97,0.84,0.4489,9.22,0.1342,0.1091,0.1965,1.63,14.67,18312474.48,11780850.81,A,9,2.0,19384934.63,17247404.59,0.1682,2901430.4,Regional,Medium,Leader,57,811,0.0006365566828732619,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0105,Technology,11,2063,1,906773301.58,376323933.42,0.8,0.62,0.23,0.45,0.3475,10.43,0.1526,0.0271,0.0392,0.3,6.91,72262322.14,58346074.52,AA,3,6.1,59864135.62,44846623.81,0.4355,19529266.28,Global,Low,Average,70,838,0.0007731777492436854,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0106,Healthcare,41,5097,1,61910845.59,1546301490.51,3.13,2.57,0.78,0.23,0.1631,10.21,0.0029,0.0187,0.0189,1.93,5.62,6244857.86,3840793.78,BB,3,20.0,184806995.61,135919570.54,0.1661,22577147.18,Regional,Low,Leader,100,704,0.013551417104647443,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0107,Telecommunications,5,1017,1,142919399.1,118564233.16,1.66,1.02,0.41,0.31,0.2292,6.29,0.1429,0.1629,0.2045,0.3,2.0,19273017.61,15631550.04,A+,3,2.0,8016660.55,7004270.59,0.2704,1894098.72,Regional,Low,Strong,93,817,0.0009688826109531554,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0108,Energy,15,15659,1,6439213356.8,3908042559.98,0.8,0.66,0.2,2.09,0.6621,1.23,0.1733,0.0791,0.2341,1.21,9.45,884801979.17,564645766.97,BB,4,3.5,1002949155.53,694873227.76,0.1258,87398286.94,Regional,Low,Leader,70,606,0.08409767119601544,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0109,Financial Services,19,4584,1,916174293.38,3966958678.71,0.92,0.69,0.28,0.96,0.5209,3.15,0.2368,0.2199,0.5149,3.0,8.05,1172477869.57,839480212.54,AA+,4,6.1,484215878.7,389224509.27,0.1176,45783189.59,Domestic,Low,Average,61,839,0.0006004037656242149,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0110,Healthcare,32,15454,1,8659253363.44,12034222140.0,1.34,1.13,0.65,0.79,0.4806,4.59,0.1803,0.1351,0.2796,0.6,6.07,2841427531.89,2469989393.99,BB+,4,17.6,1163277758.51,712016383.44,0.0793,56439363.96,Regional,Low,Average,51,673,0.012161982392496407,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0111,Financial Services,101,2549,0,0.0,412253878.7,0.93,0.79,0.52,1.4,0.5639,6.41,0.0144,0.0511,0.1379,3.0,9.86,7966481.28,6308011.38,BBB-,4,33.9,76277434.72,47051840.12,0.3578,16837234.35,Domestic,Medium,Average,70,683,0.027276895518802628,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_0112,Financial Services,5,3987,1,1474938274.99,470365186.69,1.1,0.85,0.56,0.54,0.3278,7.53,0.153,0.1716,0.2508,2.15,5.29,100486715.09,60857584.99,BBB+,8,3.8,66138443.16,49245141.91,0.4535,22331874.95,Regional,Low,Leader,95,763,0.0023464832839096505,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_0113,Technology,21,2242,1,1205788633.63,697386680.6,0.8,0.67,0.29,0.2,0.1578,8.06,-0.0282,0.0638,0.0839,0.3,4.08,-22592593.98,-20194461.84,AA,3,11.1,55365885.41,39373541.64,0.4195,16519044.06,Regional,Low,Average,46,841,0.0007577236987682902,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0114,Telecommunications,96,5388,1,517878187.78,1143398093.6,1.59,1.33,0.72,0.33,0.2164,15.18,0.1878,0.062,0.0868,0.88,5.17,283521600.25,231244484.88,A+,8,48.3,225216319.98,156972751.61,0.4075,63958938.2,Domestic,Medium,Strong,66,850,0.00028810110574441574,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0115,Manufacturing,54,2546,0,0.0,789282208.1,0.94,0.7,0.44,0.5,0.3222,5.48,0.1184,0.1266,0.2273,1.81,9.96,103166952.62,79415642.14,BB+,7,30.6,129869179.51,96753825.09,0.0544,5264906.75,Global,High,Average,54,682,0.012048258271807822,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0116,Real Estate,39,2884,1,1386931368.04,321784203.31,2.45,2.05,1.09,0.79,0.3569,11.08,0.1393,0.2085,0.3289,0.35,4.36,53748003.73,46252228.31,BB-,3,15.7,39400718.16,31716653.88,0.1116,3538842.4,Global,Low,Average,55,681,0.012767147675600877,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_0117,Technology,32,2906,1,1313815317.51,1428158756.37,1.21,0.88,0.29,0.47,0.3299,3.28,0.066,0.1081,0.1795,1.31,10.98,112087387.62,97077131.75,BBB-,3,9.9,180545002.64,151026900.96,0.0665,10041835.01,Domestic,Low,Average,82,687,0.010439255054882801,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0118,Utilities,22,500,0,0.0,72388397.08,1.58,0.96,0.37,1.31,0.5982,8.0,0.1813,0.089,0.2104,1.35,6.96,15695081.46,13482728.16,A-,3,11.2,5680817.12,3791081.63,0.2074,786239.06,Global,Medium,Strong,75,756,0.0026456118935187273,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
